algo,size(bytes),avg_proc_time(ms),std_err(ms),std_dev(ms)
ssms,82000,0.1271,0.0037,0.0261
ssms,83000,0.1273,0.0036,0.0253
ssms,84000,0.1326,0.0038,0.0266
ssms,85000,0.1297,0.0036,0.0256
ssms,86000,0.1374,0.0042,0.0300
ssms,87000,0.1360,0.0037,0.0260
ssms,88000,0.1400,0.0039,0.0278
ssms,89000,0.1355,0.0039,0.0277
ssms,90000,0.1356,0.0039,0.0278
ssms,91000,0.1419,0.0048,0.0340
ssms,92000,0.1439,0.0034,0.0241
ssms,93000,0.1452,0.0033,0.0235
ssms,94000,0.1460,0.0034,0.0240
ssms,95000,0.1484,0.0035,0.0248
ssms,96000,0.1489,0.0035,0.0248
ssms,97000,0.1504,0.0035,0.0245
ssms,98000,0.1521,0.0035,0.0244
ssms,99000,0.1531,0.0035,0.0247
ssms,100000,0.1537,0.0037,0.0260
ssms,101000,0.1538,0.0034,0.0237
ssms,102000,0.1545,0.0034,0.0240
ssms,103000,0.1569,0.0034,0.0240
ssms,104000,0.1582,0.0035,0.0247
ssms,105000,0.1616,0.0037,0.0261
ssms,106000,0.1661,0.0051,0.0358
ssms,107000,0.1664,0.0044,0.0310
ssms,108000,0.1676,0.0043,0.0304
ssms,109000,0.1665,0.0042,0.0297
ssms,110000,0.1702,0.0045,0.0317
ssms,111000,0.1695,0.0039,0.0274
ssms,112000,0.1728,0.0048,0.0336
ssms,113000,0.1753,0.0046,0.0328
ssms,114000,0.1776,0.0048,0.0338
ssms,115000,0.1728,0.0039,0.0276
ssms,116000,0.1755,0.0039,0.0278
ssms,117000,0.1825,0.0067,0.0477
ssms,118000,0.1789,0.0041,0.0290
ssms,119000,0.1811,0.0037,0.0260
ssms,120000,0.1874,0.0037,0.0260
ssms,121000,0.1874,0.0035,0.0246
ssms,122000,0.1881,0.0034,0.0241
ssms,123000,0.1887,0.0033,0.0230
ssms,124000,0.1891,0.0032,0.0225
ssms,125000,0.1924,0.0033,0.0231
ssms,126000,0.1916,0.0030,0.0209
ssms,127000,0.1951,0.0034,0.0239
ssms,128000,0.1945,0.0032,0.0227
ssms,129000,0.1956,0.0031,0.0219
ssms,130000,0.1970,0.0032,0.0226
ssms,131000,0.1978,0.0030,0.0214
ssms,132000,0.1990,0.0031,0.0219
ssms,133000,0.2012,0.0032,0.0224
ssms,134000,0.2021,0.0032,0.0223
ssms,135000,0.2029,0.0030,0.0214
ssms,136000,0.2038,0.0032,0.0223
ssms,137000,0.2038,0.0031,0.0217
ssms,138000,0.2048,0.0030,0.0209
ssms,139000,0.2061,0.0030,0.0211
ssms,140000,0.2067,0.0031,0.0218
ssms,141000,0.2084,0.0029,0.0205
ssms,142000,0.2097,0.0029,0.0208
ssms,143000,0.2102,0.0031,0.0218
ssms,144000,0.2099,0.0029,0.0208
ssms,145000,0.2143,0.0034,0.0237
ssms,146000,0.2142,0.0033,0.0232
ssms,147000,0.2155,0.0034,0.0237
ssms,148000,0.2163,0.0034,0.0237
ssms,149000,0.2185,0.0034,0.0238
ssms,150000,0.2194,0.0034,0.0239
ssms,151000,0.2219,0.0034,0.0243
ssms,152000,0.2214,0.0034,0.0241
ssms,153000,0.2227,0.0034,0.0240
ssms,154000,0.2230,0.0034,0.0243
ssms,155000,0.2257,0.0034,0.0241
ssms,156000,0.2266,0.0033,0.0232
ssms,157000,0.2360,0.0046,0.0326
ssms,158000,0.2290,0.0037,0.0262
ssms,159000,0.2298,0.0037,0.0263
ssms,160000,0.2386,0.0054,0.0379
ssms,161000,0.2329,0.0041,0.0293
ssms,162000,0.2325,0.0038,0.0268
ssms,163000,0.2345,0.0037,0.0262
ssms,164000,0.2349,0.0036,0.0254
ssms,165000,0.2355,0.0037,0.0259
ssms,166000,0.2381,0.0038,0.0272
ssms,167000,0.2375,0.0037,0.0262
ssms,168000,0.2386,0.0037,0.0263
ssms,169000,0.2411,0.0036,0.0258
ssms,170000,0.2452,0.0039,0.0273
ssms,171000,0.2471,0.0041,0.0291
ssms,172000,0.2472,0.0038,0.0270
ssms,173000,0.2475,0.0037,0.0262
ssms,174000,0.2480,0.0037,0.0262
ssms,175000,0.2492,0.0038,0.0267
ssms,176000,0.2508,0.0041,0.0289
ssms,177000,0.2514,0.0038,0.0271
ssms,178000,0.2509,0.0037,0.0263
ssms,179000,0.2534,0.0039,0.0277
ssms,180000,0.2526,0.0038,0.0271
ssms,181000,0.2561,0.0037,0.0264
ssms,182000,0.2603,0.0042,0.0296
ssms,183000,0.2599,0.0040,0.0286
ssms,184000,0.2590,0.0040,0.0282
ssms,185000,0.2598,0.0039,0.0276
ssms,186000,0.2677,0.0046,0.0326
ssms,187000,0.2752,0.0055,0.0391
ssms,188000,0.2756,0.0054,0.0379
ssms,189000,0.2786,0.0048,0.0340
ssms,190000,0.2816,0.0050,0.0352
ssms,191000,0.2868,0.0050,0.0353
ssms,192000,0.2808,0.0048,0.0337
ssms,193000,0.2839,0.0051,0.0358
ssms,194000,0.2837,0.0049,0.0348
ssms,195000,0.2851,0.0050,0.0353
ssms,196000,0.2860,0.0049,0.0348
ssms,197000,0.2944,0.0057,0.0401
ssms,198000,0.2925,0.0042,0.0300
ssms,199000,0.2945,0.0053,0.0377
